first_name,second_name,age,sex,vehicle_make,vehicle_model,vehicle_year,vehicle_type,data,address_city,last_name,credit_card_start_date,credit_card_number,address_main,address_postcode,credit_card_end_date,credit_card_security_code,iban
Gary,Skinner,47,Male,Subaru,Brooklands,2004,"Sedan, Wagon","{'source': 'CSV', 'raw_data': {'First Name': 'Gary', 'Second Name': 'Skinner', 'Age (Years)': '47', 'Sex': 'Male', 'Vehicle Make': 'Subaru', 'Vehicle Model': 'Brooklands', 'Vehicle Year': '2004', 'Vehicle Type': 'Sedan, Wagon'}}",,,,,,,,,
Kerry,Smith,19,Female,Suzuki,Murano,1995,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Kerry', 'Second Name': 'Smith', 'Age (Years)': '19', 'Sex': 'Female', 'Vehicle Make': 'Suzuki', 'Vehicle Model': 'Murano', 'Vehicle Year': '1995', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Marion,James,55,Female,Chrysler,400 SE,1993,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Marion', 'Second Name': 'James', 'Age (Years)': '55', 'Sex': 'Female', 'Vehicle Make': 'Chrysler', 'Vehicle Model': '400 SE', 'Vehicle Year': '1993', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Amber,Stewart,48,Female,Pontiac,Range Rover,2006,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Amber', 'Second Name': 'Stewart', 'Age (Years)': '48', 'Sex': 'Female', 'Vehicle Make': 'Pontiac', 'Vehicle Model': 'Range Rover', 'Vehicle Year': '2006', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Tracy,Wilson,71,Female,Audi,GLS,2019,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Tracy', 'Second Name': 'Wilson', 'Age (Years)': '71', 'Sex': 'Female', 'Vehicle Make': 'Audi', 'Vehicle Model': 'GLS', 'Vehicle Year': '2019', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Toby,Barnes,57,Male,Scion,Sonic,2010,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Toby', 'Second Name': 'Barnes', 'Age (Years)': '57', 'Sex': 'Male', 'Vehicle Make': 'Scion', 'Vehicle Model': 'Sonic', 'Vehicle Year': '2010', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Marcus,Atkinson,47,Male,Dodge,F450 Super Duty Crew Cab,2007,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Marcus', 'Second Name': 'Atkinson', 'Age (Years)': '47', 'Sex': 'Male', 'Vehicle Make': 'Dodge', 'Vehicle Model': 'F450 Super Duty Crew Cab', 'Vehicle Year': '2007', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Georgia,Ellis,66,Female,Hyundai,Optima,2009,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Georgia', 'Second Name': 'Ellis', 'Age (Years)': '66', 'Sex': 'Female', 'Vehicle Make': 'Hyundai', 'Vehicle Model': 'Optima', 'Vehicle Year': '2009', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Damien,Sharp,47,Male,Nissan,Mustang,1993,Hatchback,"{'source': 'CSV', 'raw_data': {'First Name': 'Damien', 'Second Name': 'Sharp', 'Age (Years)': '47', 'Sex': 'Male', 'Vehicle Make': 'Nissan', 'Vehicle Model': 'Mustang', 'Vehicle Year': '1993', 'Vehicle Type': 'Hatchback'}}",,,,,,,,,
Alexandra,Walker,82,Female,Chrysler,SLK-Class,2004,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Alexandra', 'Second Name': 'Walker', 'Age (Years)': '82', 'Sex': 'Female', 'Vehicle Make': 'Chrysler', 'Vehicle Model': 'SLK-Class', 'Vehicle Year': '2004', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Julie,Jones,68,Female,Ford,Corvette,2017,Hatchback,"{'source': 'CSV', 'raw_data': {'First Name': 'Julie', 'Second Name': 'Jones', 'Age (Years)': '68', 'Sex': 'Female', 'Vehicle Make': 'Ford', 'Vehicle Model': 'Corvette', 'Vehicle Year': '2017', 'Vehicle Type': 'Hatchback'}}",,,,,,,,,
Tracy,Hill,26,Female,Honda,S10 Extended Cab,2014,"Coupe, Convertible","{'source': 'CSV', 'raw_data': {'First Name': 'Tracy', 'Second Name': 'Hill', 'Age (Years)': '26', 'Sex': 'Female', 'Vehicle Make': 'Honda', 'Vehicle Model': 'S10 Extended Cab', 'Vehicle Year': '2014', 'Vehicle Type': 'Coupe, Convertible'}}",,,,,,,,,
Jacqueline,Cook,68,Female,Pontiac,Sprinter 3500 Cargo,2003,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Jacqueline', 'Second Name': 'Cook', 'Age (Years)': '68', 'Sex': 'Female', 'Vehicle Make': 'Pontiac', 'Vehicle Model': 'Sprinter 3500 Cargo', 'Vehicle Year': '2003', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Lynne,Palmer,43,Female,Volvo,Ridgeline,2018,"Coupe, Sedan, Convertible","{'source': 'CSV', 'raw_data': {'First Name': 'Lynne', 'Second Name': 'Palmer', 'Age (Years)': '43', 'Sex': 'Female', 'Vehicle Make': 'Volvo', 'Vehicle Model': 'Ridgeline', 'Vehicle Year': '2018', 'Vehicle Type': 'Coupe, Sedan, Convertible'}}",,,,,,,,,
Glen,Perry,82,Male,Chevrolet,CX-30,1998,"Sedan, Coupe","{'source': 'CSV', 'raw_data': {'First Name': 'Glen', 'Second Name': 'Perry', 'Age (Years)': '82', 'Sex': 'Male', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'CX-30', 'Vehicle Year': '1998', 'Vehicle Type': 'Sedan, Coupe'}}",,,,,,,,,
Abdul,Finch,74,Male,Mercedes-Benz,Brooklands,2005,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Abdul', 'Second Name': 'Finch', 'Age (Years)': '74', 'Sex': 'Male', 'Vehicle Make': 'Mercedes-Benz', 'Vehicle Model': 'Brooklands', 'Vehicle Year': '2005', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Benjamin,Pugh,72,Male,GMC,Discovery,2016,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Benjamin', 'Second Name': 'Pugh', 'Age (Years)': '72', 'Sex': 'Male', 'Vehicle Make': 'GMC', 'Vehicle Model': 'Discovery', 'Vehicle Year': '2016', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Bruce,Harrison,44,Male,Chevrolet,Edge,1997,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Bruce', 'Second Name': 'Harrison', 'Age (Years)': '44', 'Sex': 'Male', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Edge', 'Vehicle Year': '1997', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Maurice,Jackson,21,Male,GMC,Escape,2008,"Coupe, Convertible","{'source': 'CSV', 'raw_data': {'First Name': 'Maurice', 'Second Name': 'Jackson', 'Age (Years)': '21', 'Sex': 'Male', 'Vehicle Make': 'GMC', 'Vehicle Model': 'Escape', 'Vehicle Year': '2008', 'Vehicle Type': 'Coupe, Convertible'}}",,,,,,,,,
Susan,Hughes,37,Female,Chevrolet,Silverado 3500 HD Regular Cab,1994,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Susan', 'Second Name': 'Hughes', 'Age (Years)': '37', 'Sex': 'Female', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Silverado 3500 HD Regular Cab', 'Vehicle Year': '1994', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Heather,Goddard,69,Female,Aston Martin,Skylark,2006,Coupe,"{'source': 'CSV', 'raw_data': {'First Name': 'Heather', 'Second Name': 'Goddard', 'Age (Years)': '69', 'Sex': 'Female', 'Vehicle Make': 'Aston Martin', 'Vehicle Model': 'Skylark', 'Vehicle Year': '2006', 'Vehicle Type': 'Coupe'}}",,,,,,,,,
Georgia,Hughes,41,Female,Buick,5 Series,2014,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Georgia', 'Second Name': 'Hughes', 'Age (Years)': '41', 'Sex': 'Female', 'Vehicle Make': 'Buick', 'Vehicle Model': '5 Series', 'Vehicle Year': '2014', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Stephanie,Gibson,90,Female,Suzuki,Ram Van B250,2002,Coupe,"{'source': 'CSV', 'raw_data': {'First Name': 'Stephanie', 'Second Name': 'Gibson', 'Age (Years)': '90', 'Sex': 'Female', 'Vehicle Make': 'Suzuki', 'Vehicle Model': 'Ram Van B250', 'Vehicle Year': '2002', 'Vehicle Type': 'Coupe'}}",,,,,,,,,
Jennifer,Spencer,60,Female,Land Rover,C-Class,2016,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Jennifer', 'Second Name': 'Spencer', 'Age (Years)': '60', 'Sex': 'Female', 'Vehicle Make': 'Land Rover', 'Vehicle Model': 'C-Class', 'Vehicle Year': '2016', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Kimberley,Mahmood,69,Female,Toyota,Explorer,2012,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Kimberley', 'Second Name': 'Mahmood', 'Age (Years)': '69', 'Sex': 'Female', 'Vehicle Make': 'Toyota', 'Vehicle Model': 'Explorer', 'Vehicle Year': '2012', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Elaine,Evans,40,Female,Ford,B-Series Regular Cab,2007,"Coupe, Convertible","{'source': 'CSV', 'raw_data': {'First Name': 'Elaine', 'Second Name': 'Evans', 'Age (Years)': '40', 'Sex': 'Female', 'Vehicle Make': 'Ford', 'Vehicle Model': 'B-Series Regular Cab', 'Vehicle Year': '2007', 'Vehicle Type': 'Coupe, Convertible'}}",,,,,,,,,
Maurice,Pearson,21,Male,Chevrolet,Civic,2019,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Maurice', 'Second Name': 'Pearson', 'Age (Years)': '21', 'Sex': 'Male', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Civic', 'Vehicle Year': '2019', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Dorothy,Harvey,68,Female,Ford,F150 SuperCrew Cab,2019,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Dorothy', 'Second Name': 'Harvey', 'Age (Years)': '68', 'Sex': 'Female', 'Vehicle Make': 'Ford', 'Vehicle Model': 'F150 SuperCrew Cab', 'Vehicle Year': '2019', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Jennifer,Chamberlain,25,Female,Chevrolet,Safari Passenger,2003,"Sedan, Coupe","{'source': 'CSV', 'raw_data': {'First Name': 'Jennifer', 'Second Name': 'Chamberlain', 'Age (Years)': '25', 'Sex': 'Female', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Safari Passenger', 'Vehicle Year': '2003', 'Vehicle Type': 'Sedan, Coupe'}}",,,,,,,,,
John,Smith,40,Male,Lamborghini,MPV,2002,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'John', 'Second Name': 'Smith', 'Age (Years)': '40', 'Sex': 'Male', 'Vehicle Make': 'Lamborghini', 'Vehicle Model': 'MPV', 'Vehicle Year': '2002', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Jane,Duncan,35,Female,Ram,Grand Am,2006,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Jane', 'Second Name': 'Duncan', 'Age (Years)': '35', 'Sex': 'Female', 'Vehicle Make': 'Ram', 'Vehicle Model': 'Grand Am', 'Vehicle Year': '2006', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Martyn,Smith,84,Male,Subaru,Dakota Quad Cab,2005,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Martyn', 'Second Name': 'Smith', 'Age (Years)': '84', 'Sex': 'Male', 'Vehicle Make': 'Subaru', 'Vehicle Model': 'Dakota Quad Cab', 'Vehicle Year': '2005', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Laura,Lee,85,Female,Chrysler,QX80,1994,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Laura', 'Second Name': 'Lee', 'Age (Years)': '85', 'Sex': 'Female', 'Vehicle Make': 'Chrysler', 'Vehicle Model': 'QX80', 'Vehicle Year': '1994', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Craig,Richardson,60,Male,Acura,C-Class,2014,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Craig', 'Second Name': 'Richardson', 'Age (Years)': '60', 'Sex': 'Male', 'Vehicle Make': 'Acura', 'Vehicle Model': 'C-Class', 'Vehicle Year': '2014', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Marilyn,Brown,31,Female,Nissan,Range Rover Sport,1995,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Marilyn', 'Second Name': 'Brown', 'Age (Years)': '31', 'Sex': 'Female', 'Vehicle Make': 'Nissan', 'Vehicle Model': 'Range Rover Sport', 'Vehicle Year': '1995', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Vanessa,Cox,34,Female,Mitsubishi,Grand Prix,2012,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Vanessa', 'Second Name': 'Cox', 'Age (Years)': '34', 'Sex': 'Female', 'Vehicle Make': 'Mitsubishi', 'Vehicle Model': 'Grand Prix', 'Vehicle Year': '2012', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Cameron,Hawkins,42,Male,Cadillac,Crown Victoria,1995,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Cameron', 'Second Name': 'Hawkins', 'Age (Years)': '42', 'Sex': 'Male', 'Vehicle Make': 'Cadillac', 'Vehicle Model': 'Crown Victoria', 'Vehicle Year': '1995', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Abbie,Smith,51,Female,Chevrolet,Silverado 2500 HD Crew Cab,2016,Convertible,"{'source': 'CSV', 'raw_data': {'First Name': 'Abbie', 'Second Name': 'Smith', 'Age (Years)': '51', 'Sex': 'Female', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Silverado 2500 HD Crew Cab', 'Vehicle Year': '2016', 'Vehicle Type': 'Convertible'}}",,,,,,,,,
Ashleigh,Adams,36,Female,Jeep,Discovery,2006,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Ashleigh', 'Second Name': 'Adams', 'Age (Years)': '36', 'Sex': 'Female', 'Vehicle Make': 'Jeep', 'Vehicle Model': 'Discovery', 'Vehicle Year': '2006', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Marie,Roberts,31,Female,Acura,Silverado 1500 Regular Cab,2017,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Marie', 'Second Name': 'Roberts', 'Age (Years)': '31', 'Sex': 'Female', 'Vehicle Make': 'Acura', 'Vehicle Model': 'Silverado 1500 Regular Cab', 'Vehicle Year': '2017', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Douglas,Williams,39,Male,Volvo,LS,1996,"Sedan, Hatchback","{'source': 'CSV', 'raw_data': {'First Name': 'Douglas', 'Second Name': 'Williams', 'Age (Years)': '39', 'Sex': 'Male', 'Vehicle Make': 'Volvo', 'Vehicle Model': 'LS', 'Vehicle Year': '1996', 'Vehicle Type': 'Sedan, Hatchback'}}",,,,,,,,,
Paige,Sullivan,56,Female,INFINITI,Escalade ESV,2002,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Paige', 'Second Name': 'Sullivan', 'Age (Years)': '56', 'Sex': 'Female', 'Vehicle Make': 'INFINITI', 'Vehicle Model': 'Escalade ESV', 'Vehicle Year': '2002', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Lucy,Wood,63,Female,MAZDA,Canyon Regular Cab,2008,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Lucy', 'Second Name': 'Wood', 'Age (Years)': '63', 'Sex': 'Female', 'Vehicle Make': 'MAZDA', 'Vehicle Model': 'Canyon Regular Cab', 'Vehicle Year': '2008', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Iain,Shaw,49,Male,Volvo,G-Class,1993,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Iain', 'Second Name': 'Shaw', 'Age (Years)': '49', 'Sex': 'Male', 'Vehicle Make': 'Volvo', 'Vehicle Model': 'G-Class', 'Vehicle Year': '1993', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Rosie,Reed,53,Female,MINI,RSX,2002,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Rosie', 'Second Name': 'Reed', 'Age (Years)': '53', 'Sex': 'Female', 'Vehicle Make': 'MINI', 'Vehicle Model': 'RSX', 'Vehicle Year': '2002', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Nicole,Smith,88,Female,INFINITI,Range Rover Sport,1996,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Nicole', 'Second Name': 'Smith', 'Age (Years)': '88', 'Sex': 'Female', 'Vehicle Make': 'INFINITI', 'Vehicle Model': 'Range Rover Sport', 'Vehicle Year': '1996', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Patricia,Smith,46,Female,BMW,Sprinter 2500 Cargo,2008,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Patricia', 'Second Name': 'Smith', 'Age (Years)': '46', 'Sex': 'Female', 'Vehicle Make': 'BMW', 'Vehicle Model': 'Sprinter 2500 Cargo', 'Vehicle Year': '2008', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Ronald,Carter,54,Male,Buick,ES,2007,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Ronald', 'Second Name': 'Carter', 'Age (Years)': '54', 'Sex': 'Male', 'Vehicle Make': 'Buick', 'Vehicle Model': 'ES', 'Vehicle Year': '2007', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Hilary,Ward,27,Female,Toyota,Stealth,2018,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Hilary', 'Second Name': 'Ward', 'Age (Years)': '27', 'Sex': 'Female', 'Vehicle Make': 'Toyota', 'Vehicle Model': 'Stealth', 'Vehicle Year': '2018', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Raymond,Hall,32,Male,Bentley,Tundra Regular Cab,2004,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Raymond', 'Second Name': 'Hall', 'Age (Years)': '32', 'Sex': 'Male', 'Vehicle Make': 'Bentley', 'Vehicle Model': 'Tundra Regular Cab', 'Vehicle Year': '2004', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
David,Hopkins,55,Male,Ford,Oasis,2003,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'David', 'Second Name': 'Hopkins', 'Age (Years)': '55', 'Sex': 'Male', 'Vehicle Make': 'Ford', 'Vehicle Model': 'Oasis', 'Vehicle Year': '2003', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Gillian,Foster,78,Female,Chrysler,X5 M,2006,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Gillian', 'Second Name': 'Foster', 'Age (Years)': '78', 'Sex': 'Female', 'Vehicle Make': 'Chrysler', 'Vehicle Model': 'X5 M', 'Vehicle Year': '2006', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Beth,Whittaker,27,Female,Buick,City Express,2017,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Beth', 'Second Name': 'Whittaker', 'Age (Years)': '27', 'Sex': 'Female', 'Vehicle Make': 'Buick', 'Vehicle Model': 'City Express', 'Vehicle Year': '2017', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Ricky,Nolan,38,Male,GMC,Camry Hybrid,2008,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Ricky', 'Second Name': 'Nolan', 'Age (Years)': '38', 'Sex': 'Male', 'Vehicle Make': 'GMC', 'Vehicle Model': 'Camry Hybrid', 'Vehicle Year': '2008', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Richard,Collins,91,Male,Ram,A3,2000,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Richard', 'Second Name': 'Collins', 'Age (Years)': '91', 'Sex': 'Male', 'Vehicle Make': 'Ram', 'Vehicle Model': 'A3', 'Vehicle Year': '2000', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Jessica,White,36,Female,Mercedes-Benz,F350 Super Duty Super Cab,2012,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Jessica', 'Second Name': 'White', 'Age (Years)': '36', 'Sex': 'Female', 'Vehicle Make': 'Mercedes-Benz', 'Vehicle Model': 'F350 Super Duty Super Cab', 'Vehicle Year': '2012', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Chelsea,Richardson,31,Female,Nissan,Compass,2001,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Chelsea', 'Second Name': 'Richardson', 'Age (Years)': '31', 'Sex': 'Female', 'Vehicle Make': 'Nissan', 'Vehicle Model': 'Compass', 'Vehicle Year': '2001', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Hollie,Webb,29,Female,GMC,Sonoma Regular Cab,1995,Convertible,"{'source': 'CSV', 'raw_data': {'First Name': 'Hollie', 'Second Name': 'Webb', 'Age (Years)': '29', 'Sex': 'Female', 'Vehicle Make': 'GMC', 'Vehicle Model': 'Sonoma Regular Cab', 'Vehicle Year': '1995', 'Vehicle Type': 'Convertible'}}",,,,,,,,,
Michelle,Reid,57,Female,MAZDA,Transit 350 Van,1995,"Wagon, Convertible, Sedan","{'source': 'CSV', 'raw_data': {'First Name': 'Michelle', 'Second Name': 'Reid', 'Age (Years)': '57', 'Sex': 'Female', 'Vehicle Make': 'MAZDA', 'Vehicle Model': 'Transit 350 Van', 'Vehicle Year': '1995', 'Vehicle Type': 'Wagon, Convertible, Sedan'}}",,,,,,,,,
Stacey,O'Donnell,29,Female,Ram,Windstar Cargo,1999,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Stacey', 'Second Name': ""O'Donnell"", 'Age (Years)': '29', 'Sex': 'Female', 'Vehicle Make': 'Ram', 'Vehicle Model': 'Windstar Cargo', 'Vehicle Year': '1999', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Sian,Whitehouse,91,Female,Kia,New Beetle,2011,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Sian', 'Second Name': 'Whitehouse', 'Age (Years)': '91', 'Sex': 'Female', 'Vehicle Make': 'Kia', 'Vehicle Model': 'New Beetle', 'Vehicle Year': '2011', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Lucy,Armstrong,45,Female,INFINITI,Avalon,2017,Hatchback,"{'source': 'CSV', 'raw_data': {'First Name': 'Lucy', 'Second Name': 'Armstrong', 'Age (Years)': '45', 'Sex': 'Female', 'Vehicle Make': 'INFINITI', 'Vehicle Model': 'Avalon', 'Vehicle Year': '2017', 'Vehicle Type': 'Hatchback'}}",,,,,,,,,
Patricia,Johnston,65,Female,Nissan,Silverado 2500 HD Extended Cab,1993,Convertible,"{'source': 'CSV', 'raw_data': {'First Name': 'Patricia', 'Second Name': 'Johnston', 'Age (Years)': '65', 'Sex': 'Female', 'Vehicle Make': 'Nissan', 'Vehicle Model': 'Silverado 2500 HD Extended Cab', 'Vehicle Year': '1993', 'Vehicle Type': 'Convertible'}}",,,,,,,,,
Patrick,Young,26,Male,Nissan,Grand Caravan Passenger,1994,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Patrick', 'Second Name': 'Young', 'Age (Years)': '26', 'Sex': 'Male', 'Vehicle Make': 'Nissan', 'Vehicle Model': 'Grand Caravan Passenger', 'Vehicle Year': '1994', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Kelly,Sanderson,36,Female,Toyota,Tiguan,2012,Convertible,"{'source': 'CSV', 'raw_data': {'First Name': 'Kelly', 'Second Name': 'Sanderson', 'Age (Years)': '36', 'Sex': 'Female', 'Vehicle Make': 'Toyota', 'Vehicle Model': 'Tiguan', 'Vehicle Year': '2012', 'Vehicle Type': 'Convertible'}}",,,,,,,,,
Nicole,Pritchard,42,Female,Honda,S6,1995,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Nicole', 'Second Name': 'Pritchard', 'Age (Years)': '42', 'Sex': 'Female', 'Vehicle Make': 'Honda', 'Vehicle Model': 'S6', 'Vehicle Year': '1995', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Barbara,Kemp,64,Female,Ford,Silverado 2500 HD Regular Cab,2019,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Barbara', 'Second Name': 'Kemp', 'Age (Years)': '64', 'Sex': 'Female', 'Vehicle Make': 'Ford', 'Vehicle Model': 'Silverado 2500 HD Regular Cab', 'Vehicle Year': '2019', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Billy,Whitehead,20,Male,Dodge,Camaro,1994,Pickup,"{'source': 'CSV', 'raw_data': {'First Name': 'Billy', 'Second Name': 'Whitehead', 'Age (Years)': '20', 'Sex': 'Male', 'Vehicle Make': 'Dodge', 'Vehicle Model': 'Camaro', 'Vehicle Year': '1994', 'Vehicle Type': 'Pickup'}}",,,,,,,,,
Jodie,Thomas,87,Female,Chevrolet,Tracer,2017,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Jodie', 'Second Name': 'Thomas', 'Age (Years)': '87', 'Sex': 'Female', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Tracer', 'Vehicle Year': '2017', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Bryan,Yates,59,Male,Mercedes-Benz,Caliber,2009,Van/Minivan,"{'source': 'CSV', 'raw_data': {'First Name': 'Bryan', 'Second Name': 'Yates', 'Age (Years)': '59', 'Sex': 'Male', 'Vehicle Make': 'Mercedes-Benz', 'Vehicle Model': 'Caliber', 'Vehicle Year': '2009', 'Vehicle Type': 'Van/Minivan'}}",,,,,,,,,
Martyn,Harris,78,Male,Toyota,Galant,2008,Hatchback,"{'source': 'CSV', 'raw_data': {'First Name': 'Martyn', 'Second Name': 'Harris', 'Age (Years)': '78', 'Sex': 'Male', 'Vehicle Make': 'Toyota', 'Vehicle Model': 'Galant', 'Vehicle Year': '2008', 'Vehicle Type': 'Hatchback'}}",,,,,,,,,
Liam,Walton,52,Male,Mercury,Tundra Double Cab,2012,Sedan,"{'source': 'CSV', 'raw_data': {'First Name': 'Liam', 'Second Name': 'Walton', 'Age (Years)': '52', 'Sex': 'Male', 'Vehicle Make': 'Mercury', 'Vehicle Model': 'Tundra Double Cab', 'Vehicle Year': '2012', 'Vehicle Type': 'Sedan'}}",,,,,,,,,
Bethany,Pratt,46,Female,Lincoln,F250 Crew Cab,1994,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Bethany', 'Second Name': 'Pratt', 'Age (Years)': '46', 'Sex': 'Female', 'Vehicle Make': 'Lincoln', 'Vehicle Model': 'F250 Crew Cab', 'Vehicle Year': '1994', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Jamie,John,82,Male,BMW,Justy,2008,SUV,"{'source': 'CSV', 'raw_data': {'First Name': 'Jamie', 'Second Name': 'John', 'Age (Years)': '82', 'Sex': 'Male', 'Vehicle Make': 'BMW', 'Vehicle Model': 'Justy', 'Vehicle Year': '2008', 'Vehicle Type': 'SUV'}}",,,,,,,,,
Marian,Edwards,80,Female,Chevrolet,Suburban 2500,2019,"Coupe, Convertible","{'source': 'CSV', 'raw_data': {'First Name': 'Marian', 'Second Name': 'Edwards', 'Age (Years)': '80', 'Sex': 'Female', 'Vehicle Make': 'Chevrolet', 'Vehicle Model': 'Suburban 2500', 'Vehicle Year': '2019', 'Vehicle Type': 'Coupe, Convertible'}}",,,,,,,,,
